,Symbol,Date,Diluted EPS,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Common Stock Equity,Tangible Book Value,Invested Capital,End Cash Position,Financing Cash Flow,Operating Cash Flow,Total Revenue,Diluted Average Shares,Investing Cash Flow,Normalized Income,Tax Effect of Unusual Items,Pretax Income
597,KPTI,12/31/2019,-0.0032,294963.0,245189.0,49774.0,49774.0,49774.0,159631.0,130689.0,124305.0,-190822.0,40893.0,61955.0,78450.0,-199590.0,0.0,-199550.0
598,KROS,12/31/2019,-0.0014,10955.0,5504.0,5451.0,5451.0,5451.0,5451.0,7135.0,14.0,-15998.0,10000.0,8882.0,-271.0,-12336.0,0.0,-12336.0
599,KRYS,12/31/2019,-0.0012,209023.0,6109.0,202914.0,202914.0,202914.0,202914.0,187514.0,107525.0,-18713.0,0.0,15901.0,-4968.0,-19088.0,0.0,-19088.0
600,KTOV,12/31/2019,-0.003,14718.0,3859.0,10859.0,10421.0,4249.0,10421.0,4385.0,5233.0,-5581.0,1000.0,1937.0,-449.0,-7855.0,0.0,-5677.0
601,KYMR,12/31/2019,-0.002,116702.0,191108.0,-74406.0,-74406.0,-74406.0,-74406.0,77789.0,34911.0,17905.0,2934.0,20139.0,-16486.0,-41246.0,0.0,-41246.0
602,KZR,12/31/2019,-0.0018,89513.0,11467.0,78046.0,78046.0,78046.0,78046.0,14951.0,272.0,-29877.0,0.0,19084.0,20419.0,-35087.0,0.0,-35087.0
603,LJPC,12/31/2019,-0.0043,132247.0,188237.0,-55990.0,-59896.0,-59896.0,-59896.0,88729.0,864.0,-84950.0,23054.0,27112.0,-698.0,-116508.0,0.0,-116508.0
604,LAKE,1/31/2020,0.0,99405.0,14353.0,85052.0,85052.0,84181.0,86207.0,14606.0,-688.0,3590.0,107809.0,8037.0,-1033.0,3281.0,0.0,5753.0
605,LEGN,12/31/2019,-0.001,287715.0,410584.0,-122869.0,-122869.0,-128018.0,-122869.0,83364.0,14666.0,-83065.0,57264.0,129243.0,-58652.0,-133501.0,195.48,-130370.0
606,LHCG,12/31/2019,0.0031,2140295.0,633044.0,1507251.0,1413323.0,-112205.0,1666323.0,31672.0,-40251.0,130462.0,2080241.0,31210.0,-107902.0,101782.0,-1678.0,140459.0
607,LMAT,12/31/2019,0.0,188341.0,40200.0,148141.0,148141.0,83297.0,148141.0,11786.0,-4622.0,14179.0,117232.0,20326.0,-24100.0,18101.0,-34.946,21679.0
608,LMNX,12/31/2019,0.0,543729.0,78869.0,464860.0,464860.0,250352.0,464860.0,59173.0,-10498.0,13537.0,334638.0,44148.0,-20619.0,-3838.0,0.0,-9502.0
609,LNTH,12/31/2019,0.0,405919.0,291318.0,114601.0,114601.0,91551.0,308342.0,92919.0,-78881.0,80384.0,347337.0,40113.0,-22061.0,31455.0,78.3,28627.0
610,LOGC,12/31/2019,-0.0018,55660.0,13373.0,42287.0,42287.0,42287.0,52097.0,33875.0,10069.0,-38750.0,0.0,22603.0,-18505.0,-40128.0,0.0,-40106.0
611,LQDA,12/31/2019,-0.0026,68842.0,33895.0,34948.0,34948.0,34948.0,50826.0,55796.0,66394.0,-48283.0,8072.0,18482.0,-1850.0,-47583.0,0.0,-47583.0
612,LTRN,12/31/2019,0.0,1433.0,489.292,943.284,929.268,929.268,929.268,1232.0,2921.0,-2128.0,0.0,6218.0,-5.717,-2428.0,0.0,-2428.0
613,LUMO,12/31/2019,-0.0104,96787.0,17909.0,78878.0,78878.0,78878.0,78921.0,90549.0,-59.0,-30207.0,936.0,4144.0,77.0,-42989.0,0.0,-42977.0
614,LUNA,12/31/2019,0.0,86524.0,19056.0,67469.0,67469.0,46732.0,67469.0,25006.0,-2438.0,4798.0,70516.0,31841.0,-19815.0,5055.0,106.2601,3688.0
615,LYRA,12/31/2019,-0.0027,14963.0,7635.0,7328.0,7328.0,7328.0,7328.0,10137.0,-115.0,-13754.0,0.0,6266.0,-211.0,-16306.0,0.0,-16306.0
616,MASI,12/31/2019,0.0034,1396128.0,228254.0,1167874.0,1167874.0,1118273.0,1167874.0,568075.0,-9339.0,221640.0,937837.0,57100.0,-197681.0,196741.0,-101.574,234166.0
617,MEDP,12/31/2019,0.0027,1143071.0,416788.0,726283.0,726283.0,9537.0,726283.0,131920.0,-73918.0,201867.0,860969.0,37576.0,-19144.0,100911.0,-113.295,124832.0
618,MGNX,12/31/2019,-0.0032,312501.0,81873.0,230628.0,230628.0,230628.0,230628.0,126472.0,119972.0,-134270.0,64188.0,48083.0,-79358.0,-151811.0,0.0,-151811.0
619,MGTA,12/31/2019,-0.0021,161514.0,20321.0,141193.0,141193.0,141193.0,141193.0,66851.0,62297.0,-57103.0,0.0,37015.0,1532.0,-76769.0,0.0,-76769.0
620,MGTX,12/31/2019,-0.0017,323888.0,133086.0,190802.0,190802.0,190024.0,190802.0,227357.0,148235.0,20045.0,13292.0,33162.0,-9370.0,-57946.0,0.0,-54746.0
621,MNKD,12/31/2019,0.0,93725.0,284251.0,-190526.0,-190526.0,-190526.0,-71627.0,30222.0,69864.0,-88483.0,63038.0,195584.0,-22843.0,-57345.0,0.0,-51903.0
622,MRNS,12/31/2019,-0.004,98842.0,11073.0,87769.0,59569.0,59569.0,59569.0,90943.0,67968.0,-48633.0,0.0,13628.0,3881.0,-54121.0,0.0,-54121.0
623,MACK,12/31/2019,-0.0013,20082.0,2770.0,17312.0,17312.0,17312.0,17312.0,16580.0,-42540.0,-31368.0,0.0,13353.0,69825.0,-25858.0,319.15,-22740.0
624,MESO,6/30/2020,0.0,733602.0,184276.0,549326.0,549326.0,-32275.0,638804.0,129328.0,137044.0,-56365.0,32156.0,105764.0,-3273.0,-79932.0,240.6696,-87355.0
625,MGEN,12/31/2019,-0.0013,30262.0,14508.0,15754.0,15754.0,15754.0,24058.0,24846.0,70.0,-36056.0,4461.0,31336.0,28226.0,-41873.0,0.0,-41873.0
626,MIRM,12/31/2019,-0.0046,146712.0,16363.0,130349.0,130349.0,130349.0,130349.0,11970.0,127177.0,-39362.0,0.0,11486.0,-127781.0,-52553.0,0.0,-52532.0
627,MIST,12/31/2019,-0.0035,123428.0,8511.0,114917.0,114917.0,114917.0,114917.0,119818.0,85407.0,-51152.0,0.0,15785.0,-384.0,-55229.0,0.0,-55285.0
628,MRSN,12/31/2019,0.0,107541.0,29223.0,78318.0,78318.0,78318.0,83186.0,62672.0,97704.0,-67744.0,42123.0,43492.0,-27293.0,-28208.0,0.0,-28208.0
629,MRUS,12/31/2019,-0.0023,263376.0,132076.0,131300.0,131300.0,128424.0,131300.0,197813.0,74232.0,-63048.0,31133.0,24218.0,24172.0,-56362.0,403.75,-54957.0
630,MTCR,12/31/2019,-0.0015,60281.0,138518.0,-78237.0,-78237.0,-78237.0,-69138.0,15668.0,9754.0,-27748.0,0.0,19062.0,17697.0,-28933.0,0.0,-28933.0
631,NERV,12/31/2019,-0.0019,77499.0,49719.0,27780.0,27780.0,-2290.0,27780.0,21513.0,524.999,-43432.0,0.0,39014.0,14085.0,-73568.0,43.2525,-74438.0
632,VIVO,9/30/2019,0.0,325478.0,134511.0,190967.0,190967.0,41483.0,266791.0,62397.0,15260.0,35831.0,201014.0,42899.0,-48452.0,27974.0,-1055.0,31557.0
633,MBRX,12/31/2019,0.0,25235.0,9664.0,15571.0,15571.0,4423.0,15571.0,10735.0,20854.0,-17198.0,0.0,40721.0,-51.0,-17197.0,70.2726,-13434.0
634,MNPR,12/31/2019,0.0,13352.0,724.165,12628.0,12628.0,12628.0,12628.0,13214.0,9347.0,-3018.0,0.0,9321.0,,-4225.0,0.0,-4225.0
635,MOR,12/31/2019,0.0,496439.0,101738.0,394702.0,394702.0,349904.0,394714.0,44314.0,353.239,-80139.0,71755.0,126445.0,78552.0,-103857.0,28.776,-106520.0
636,MORF,12/31/2019,-0.0027,247435.0,106517.0,140918.0,140918.0,140918.0,140918.0,101834.0,93295.0,-41651.0,16977.0,16102.0,-135986.0,-43328.0,0.0,-42416.0
637,MOTS,12/31/2019,0.0,32257.0,13929.0,18328.0,18328.0,18328.0,26082.0,20528.0,28016.0,-19915.0,107.0,25133.0,-5623.0,-23082.0,0.0,-23086.0
638,MRNA,12/31/2019,-0.0016,1589422.0,414612.0,1174810.0,1174810.0,1174810.0,1174810.0,247699.0,51121.0,-458968.0,60209.0,330802.0,-14945.0,-514344.0,0.0,-514716.0
639,MYGN,6/30/2020,-0.0027,1404600.0,486400.0,918200.0,918200.0,-14700.0,1142600.0,163700.0,-10000.0,60700.0,638600.0,74300.0,19300.0,-112871.0,-10271.0,-223300.0
640,MYOK,12/31/2019,-0.0062,456094.0,49820.0,406274.0,406274.0,406274.0,406274.0,103630.0,278295.0,-241769.0,0.0,44765.0,-181161.0,-196213.0,0.0,-276213.0
641,NBRV,12/31/2019,-0.0011,94113.0,52839.0,41274.0,41274.0,41183.0,75776.0,86411.0,56075.0,-71892.0,7748.0,74199.0,331.0,-82764.0,0.0,-82663.0
642,NSTG,12/31/2019,-0.0012,259754.0,155603.0,104151.0,104151.0,104151.0,184102.0,29033.0,109266.0,-89421.0,125568.0,34588.0,-15159.0,-76372.0,13195.0,-40427.0
643,EYE,12/31/2019,0.0,2032725.0,1256288.0,776437.0,776437.0,-298663.0,1346129.0,40307.0,-42141.0,165081.0,1724331.0,81683.0,-100631.0,50058.0,-1420.0,30489.0
644,NBIX,12/31/2019,0.0,1306040.0,669117.0,636923.0,636923.0,636923.0,1045730.0,115485.0,27313.0,152054.0,788087.0,95700.0,-211073.0,154747.0,-30315.0,46542.0
645,NEOG,5/31/2020,0.0011,797182.0,72005.0,725177.0,725177.0,548256.0,725177.0,66269.0,29405.0,85878.0,418170.0,52860.0,-88785.0,59475.0,0.0,72305.0
646,NEOS,12/31/2019,0.0,90873.0,97003.0,-6130.0,-6130.0,-18673.0,38805.0,16830.0,-9747.0,-10783.0,64649.0,49724.0,-9118.0,-16902.0,0.0,-16891.0
647,NK,12/31/2019,0.0,143123.0,22444.0,120679.0,120679.0,120679.0,120679.0,15687.0,38593.0,-61362.0,43.0,94210.0,21456.0,-65785.0,-0.008,-65886.0
648,NLTX,12/31/2019,-0.0026,147023.0,5336.0,141687.0,141687.0,141120.0,141687.0,143093.0,82237.0,-15394.0,0.0,27030.0,-688.0,-21710.0,0.0,-69442.0
649,NNOX,12/31/2019,0.0,11871.0,20649.0,-8778.0,-8778.0,-8778.0,-8778.0,8217.0,13861.0,-5524.0,0.0,30077.0,-125.0,-22563.0,0.0,-22563.0
650,NRBO,12/31/2019,-0.0041,14468.0,2176.0,12292.0,12292.0,12292.0,12292.0,13923.0,24167.0,-7039.0,0.0,5224.0,-6057.0,-20198.0,0.0,-21312.0
651,NTRA,12/31/2019,-0.0018,582656.0,303945.0,278711.0,278711.0,278711.0,402490.0,61981.0,340774.0,-63444.0,302328.0,69555.0,-266353.0,-138980.0,234.5244,-122828.0
652,NURO,12/31/2019,-0.0027,6894.0,4363.0,2530.0,2530.0,2530.0,2530.0,3126.0,15.106,-3621.0,9273.0,1401.0,-48.076,-3773.0,0.0,-3773.0
653,NCNA,12/31/2019,0.0,70268.0,6746.0,63522.0,63522.0,59562.0,63522.0,51962.0,-47.0,-23833.0,0.0,32442.0,-145.0,-20561.0,-168.3966,-25651.0
654,NGM,12/31/2019,0.0,380403.0,49684.0,330719.0,330719.0,330719.0,330719.0,247472.0,180751.0,-41174.0,103544.0,50298.0,48723.0,-42795.0,0.0,-42795.0
655,NKTX,12/31/2019,-0.0042,48412.0,73894.0,-25483.0,-25483.0,-25483.0,-25483.0,20875.0,49581.0,-18367.0,115.385,5027.0,-18296.0,-22500.0,0.0,-21076.0
656,NOVN,12/31/2019,-0.0012,29097.0,52884.0,-23787.0,-23787.0,-23862.0,-23787.0,14251.0,25816.0,-19876.0,4896.0,26254.0,-422.0,-30377.0,0.0,-30641.0
657,NRIX,11/30/2019,-0.0014,44048.0,101762.0,-57714.0,-57714.0,-57714.0,-57714.0,34986.0,126.0,601.0,31115.0,16106.0,8498.0,-21699.0,0.0,-21460.0
658,NUVA,12/31/2019,0.0012,1885290.0,970083.0,915207.0,915207.0,153051.0,1538505.0,214528.0,-6644.0,235290.0,1168070.0,53160.0,-134484.0,63618.0,379.05,80517.0
659,NVCR,12/31/2019,0.0,479448.0,261658.0,217790.0,217790.0,217790.0,367214.0,179416.0,61681.0,26620.0,351318.0,97238.0,-51667.0,-6877.0,-78.011,-8824.0
660,NVUS,12/31/2019,-0.0014,10931.0,1466.0,9465.0,9465.0,9465.0,9465.0,8791.0,9676.0,-13857.0,0.0,11799.0,0.0,-14144.0,0.0,-16011.0
661,NXTC,12/31/2019,-0.0022,356168.0,34684.0,321484.0,321484.0,321484.0,326484.0,39130.0,243043.0,-35623.0,6347.0,15695.0,-303923.0,-33737.0,0.0,-33737.0
662,STIM,12/31/2019,-0.0016,100168.0,52316.0,47852.0,47852.0,47852.0,79000.0,75708.0,2420.0,-30482.0,62656.0,18380.0,-813.0,-29044.0,0.0,-29044.0
663,OBLN,12/31/2019,-0.005,20393.0,4544.0,15849.0,15849.0,15849.0,15849.0,14055.0,13378.0,-22866.0,3281.0,4707.0,2356.0,-23676.0,0.0,-23676.0
664,OBSV,12/31/2019,-0.0025,103943.0,54988.0,48955.0,48955.0,22347.0,73872.0,69370.0,26627.0,-90611.0,0.0,43675.0,-5046.0,-108790.0,0.0,-108723.0
665,OCGN,12/31/2019,-0.0015,16807.0,5789.0,11018.0,11018.0,11018.0,12091.0,7595.0,25066.0,-16893.0,0.0,13894.0,-2357.0,-16714.0,0.0,-20243.0
666,OCUL,12/31/2019,-0.0019,78740.0,82370.0,-3630.0,-3630.0,-3630.0,45682.0,56201.0,75341.0,-77578.0,4227.0,45273.0,-2238.0,-90682.0,0.0,-86372.0
667,ODT,12/31/2019,-0.0041,188827.0,26527.0,162300.0,162300.0,162300.0,162300.0,181174.0,138677.0,-96638.0,0.0,27625.0,-166.0,-111825.0,0.0,-111825.0
668,OMER,12/31/2019,-0.0017,136969.0,245990.0,-109021.0,-109021.0,-109021.0,49192.0,3084.0,60697.0,-60073.0,111805.0,49523.0,-3401.0,-84486.0,0.0,-84486.0
669,ONTX,12/31/2019,-0.0015,23674.0,12100.0,11574.0,11574.0,11574.0,11574.0,22726.0,26648.0,-20831.0,2183.0,14384.0,-55.0,-21549.0,17.01,-21493.0
670,OPGN,12/31/2019,-0.0077,10422.0,6128.0,4293.0,4293.0,2875.0,4996.0,2894.0,12168.0,-11505.0,3499.0,1617.0,-2503.0,-11149.0,0.0,-12446.0
671,OPTN,12/31/2019,-0.0026,172650.0,111067.0,61583.0,61583.0,61583.0,136114.0,147165.0,37529.0,-90815.0,34631.0,41878.0,-557.0,-102865.0,0.0,-110053.0
672,ORTX,12/31/2019,-0.0018,399281.0,100088.0,299193.0,299193.0,299193.0,323892.0,23317.0,157453.0,-166131.0,2513.0,93240.0,-309358.0,-163422.0,0.0,-165662.0
673,KIDS,12/31/2019,0.0,194564.0,52203.0,142361.0,142361.0,97204.0,168552.0,72027.0,91019.0,-17769.0,72552.0,14624.0,-61922.0,-12685.0,0.0,-12685.0
674,OFIX,12/31/2019,-0.0015,495620.0,167989.0,327631.0,327631.0,202315.0,327631.0,70403.0,-10688.0,32033.0,459955.0,18903.0,-22924.0,3971.0,-1779.0,-27049.0
675,ORGO,12/31/2019,0.0,220687.0,165104.0,55583.0,55583.0,9247.0,138701.0,60370.0,78727.0,-33528.0,260981.0,92840.0,-6234.0,-39095.0,-502.74,-40304.0
676,ORIC,12/31/2019,-0.0014,94093.0,6119.0,87974.0,87974.0,87974.0,87974.0,89159.0,70824.0,-23533.0,0.0,19141.0,-768.0,-26883.0,0.0,-26883.0
677,OSMT,12/31/2019,-0.0052,463255.0,348547.0,114708.0,114708.0,-140133.0,382658.0,95865.0,-4691.0,33567.0,240031.0,52367.0,-4020.0,-12975.0,-25821.0,-298022.0
678,OTIC,12/31/2019,-0.0015,83018.0,42785.0,40233.0,40233.0,40233.0,55200.0,25895.0,195.0,-36925.0,600.0,30727.0,28296.0,-44675.0,0.0,-44675.0
679,OTLK,9/30/2019,-0.002,17135.0,27905.0,-10770.0,-16129.0,-16129.0,-4741.0,8016.0,39025.0,-32290.0,8146.0,18192.0,-437.307,-25933.0,-848.7446,-37935.0
680,OVID,12/31/2019,-0.0015,80844.0,10820.0,70024.0,70024.0,69557.0,70024.0,41897.0,86539.0,-51091.0,0.0,39217.0,-30041.0,-60461.0,0.0,-60461.0
681,OXFD,12/31/2019,0.0,235252.0,21561.0,213691.0,213691.0,211121.0,213723.0,181370.0,-3181.0,-7163.0,73710.0,26569.0,-1658.0,1138.0,-581.21,-3757.0
682,OYST,12/31/2019,-0.01,143209.0,5911.0,137298.0,137298.0,137298.0,137298.0,139198.0,174985.0,-40815.0,0.0,4585.0,-200.0,-45711.0,0.0,-45711.0
683,PASG,12/31/2019,-0.0019,178613.0,4261.0,174352.0,174352.0,174352.0,174352.0,158874.0,175602.0,-39896.0,0.0,23963.0,-1693.0,-36493.0,0.0,-45634.0
684,PAVM,12/31/2019,0.0,7240.0,11879.0,-4638.0,-6120.0,-6120.0,2019.0,6219.0,11382.0,-13357.0,0.0,30197.0,-27.203,-14626.0,0.0,-17268.0
685,PCRX,12/31/2019,0.0,831065.0,476121.0,354944.0,354944.0,151010.0,660989.0,78228.0,3670.0,70520.0,421026.0,41513.0,-128488.0,7402.0,-6812.0,-10748.0
686,PDCO,4/30/2020,-0.0063,2715350.0,1878906.0,836444.0,834117.0,381888.0,1421883.0,77944.0,-271229.0,-243544.0,5490011.0,94154.0,499135.0,69825.0,-1162.0,-590407.0
687,PDLI,12/31/2019,0.0,716119.0,122841.0,593278.0,593200.0,303706.0,620450.0,193451.0,-190505.0,-32443.0,54757.0,118631.0,21809.0,-33766.0,-1567.0,-73740.0
688,PDSB,12/31/2019,-0.0014,14491.0,2794.0,11698.0,11698.0,11698.0,11698.0,12162.0,750.0,-18073.0,0.0,4868.0,29382.0,-16820.0,538.7495,-7380.0
689,PETQ,12/31/2019,0.0,672728.0,344418.0,328310.0,283114.0,-67887.0,538311.0,27272.0,135059.0,20833.0,709431.0,22652.0,-195026.0,-5387.0,-1405.0,-17611.0
690,PHAS,12/31/2019,-0.0014,82494.0,22516.0,59978.0,59978.0,59978.0,74682.0,74025.0,53528.0,-39594.0,2361.0,27494.0,-960.0,-39230.0,0.0,-39247.0
691,PRFX,12/31/2019,0.0,1164.0,13407.0,-12243.0,-12243.0,-12243.0,-6070.0,947.0,1510.0,-609.0,0.0,5796.0,0.0,-1279.0,0.0,-1279.0
692,PSNL,12/31/2019,-0.0014,157291.0,50601.0,106690.0,106690.0,106690.0,106690.0,55046.0,134948.0,-18069.0,65207.0,18011.0,-81579.0,-22816.0,-838.89,-25075.0
693,DTIL,12/31/2019,-0.0022,235233.0,96919.0,138314.0,138314.0,136882.0,138314.0,180886.0,173374.0,-71015.0,22238.0,41991.0,-24666.0,-92877.0,0.0,-92877.0
694,PAHC,6/30/2020,0.0,784100.0,595896.0,188204.0,188204.0,64528.0,575211.0,36343.0,40936.0,59348.0,800354.0,40504.0,-120390.0,34051.0,-327.096,55512.0
695,PHAT,12/31/2019,-0.0224,257178.0,29223.0,227955.0,227955.0,227955.0,250732.0,243765.0,304646.0,-36510.0,0.0,11367.0,-25250.0,-79962.0,0.0,-255131.0
696,PLRX,12/31/2019,0.0,119064.0,195359.0,-76295.0,-76295.0,-76295.0,-76295.0,85807.0,45539.0,-2750.0,57052.0,16510.0,-17931.0,-631.0,0.0,-631.0
697,PLXP,12/31/2019,-0.0038,18503.0,30595.0,-12092.0,-12092.0,-14153.0,-7812.0,14001.0,12640.0,-12659.0,565.464,8916.0,-230.294,-14792.0,0.0,-20502.0
698,PMVP,12/31/2019,0.0,103033.0,173507.0,-70474.0,-70474.0,-70474.0,-70474.0,73278.0,61805.0,-22065.0,0.0,31223.0,3231.0,-25352.0,0.0,-25344.0
699,PPD,12/31/2019,0.0,5556246.0,8254394.0,-2698148.0,-2698148.0,-5354343.0,2945780.0,345187.0,-422039.0,432946.0,4031017.0,339425.0,-233228.0,72467.0,-1297.0,59275.0
700,PRAH,12/31/2019,0.0037,3544430.0,2454439.0,1089991.0,1089991.0,-1051342.0,2343969.0,236270.0,-90707.0,253567.0,3066262.0,66004.0,-73183.0,250237.0,-1861.0,305927.0
701,PSTX,12/31/2019,-0.0024,146996.0,296507.0,-149511.0,-149511.0,-155059.0,-120371.0,87784.0,164371.0,-64390.0,0.0,35930.0,-42592.0,-79844.0,0.0,-86527.0
702,PYPD,12/31/2019,-0.0011,33765.0,2830.0,30935.0,30935.0,30935.0,30935.0,4498.0,37653.0,-17358.0,0.0,11815.0,-23564.0,-18515.0,0.0,-6905.0
703,PGNY,12/31/2019,0.0,150434.0,36163.0,114271.0,114271.0,100016.0,114271.0,80382.0,84545.0,-1534.0,229683.0,20735.0,-2756.0,4699.0,-4908.0,-8557.0
704,PRLD,12/31/2019,0.0,21871.0,71283.0,-49412.0,-49412.0,-49412.0,-49412.0,18879.0,29729.0,-25665.0,0.0,32106.0,-780.0,-27570.0,0.0,-27570.0
705,PROG,12/31/2019,-0.0055,101727.0,185601.0,-83874.0,-83874.0,-94864.0,-11586.0,33042.0,73636.0,-106124.0,143985.0,26961.0,16525.0,-148037.0,0.0,-148743.0
706,PRQR,12/31/2019,-0.0014,117535.0,23702.0,93833.0,94329.0,94329.0,107381.0,111950.0,50199.0,-43970.0,0.0,41037.0,-580.0,-57021.0,180.5,-56614.0
707,PRVB,12/31/2019,-0.0011,85996.0,3840.0,82156.0,82156.0,82156.0,82156.0,39165.0,62941.0,-36065.0,0.0,40747.0,-46250.0,-43285.0,0.0,-43285.0
708,PRVL,12/31/2019,-0.0022,187102.0,21760.0,165342.0,165342.0,165342.0,165342.0,168142.0,162927.0,-55754.0,0.0,28495.0,-2136.0,-63188.0,0.0,-63188.0
709,PTCT,12/31/2019,-0.0043,1623782.0,1029452.0,594330.0,594330.0,-198511.0,908189.0,295528.0,613209.0,-98639.0,306980.0,58863.0,-387237.0,-216273.0,-13057.0,-239926.0
710,PTGX,12/31/2019,-0.003,154917.0,74953.0,79964.0,79964.0,79964.0,89758.0,33466.0,46036.0,-41527.0,231.0,25894.0,-53710.0,-77187.0,0.0,-77878.0
711,PTI,12/31/2019,-0.0012,84724.0,22346.0,62378.0,62378.0,62378.0,62378.0,25836.0,3355.0,-53222.0,5000.0,51140.0,46065.0,-59125.0,0.0,-59125.0
712,TARA,12/31/2019,-0.0026,6975.0,583.0,6392.0,-12071.0,-12071.0,-12071.0,6231.0,0.0,-15646.0,0.0,5844.0,2484.0,-15254.0,0.0,-14992.0
713,PLSE,12/31/2019,-0.0023,41915.0,11178.0,30737.0,30737.0,23399.0,30737.0,6899.0,82.0,-34185.0,0.0,20746.0,-10101.0,-46971.0,0.0,-46971.0
714,PULM,12/31/2019,-0.0012,36098.0,25079.0,11019.0,11019.0,7442.0,11019.0,23644.0,17705.0,3230.0,7910.0,16734.0,-58.0,-13328.0,0.0,-20596.0
715,QTNT,3/31/2020,-0.0014,226463.0,231990.0,-5527.0,-5527.0,-6152.0,147497.0,12940.0,114575.0,-80646.0,32656.0,71610.0,-30188.0,-102773.0,0.0,-102112.0
716,RAPT,12/31/2019,-0.0099,84602.0,11481.0,73121.0,73121.0,73121.0,73121.0,77383.0,49902.0,-35474.0,0.0,4346.0,-843.0,-42997.0,0.0,-42337.0
717,RDUS,12/31/2019,-0.0029,219151.0,261430.0,-42279.0,-42279.0,-48862.0,153312.0,70453.0,5709.0,-82414.0,173317.0,46026.0,87277.0,-132993.0,0.0,-132993.0
718,REGN,12/31/2019,0.0185,14805200.0,3715500.0,11089700.0,11089700.0,11089700.0,11089700.0,1630300.0,-252100.0,2430000.0,7863400.0,114600.0,-2027800.0,2115800.0,0.0,2429100.0
719,REPH,12/31/2019,0.0,110459.0,117171.0,-6712.0,-6712.0,-14314.0,103607.0,19148.0,15991.0,-25497.0,99219.0,23609.0,-9860.0,6741.0,0.0,4625.0
720,RETA,12/31/2019,-0.0095,682420.0,425563.0,256857.0,256857.0,256857.0,411874.0,664324.0,580358.0,-251151.0,26517.0,30414.0,-2673.0,-290170.0,0.0,-290162.0
721,RGNX,12/31/2019,-0.0026,497908.0,47711.0,450197.0,450197.0,450197.0,450197.0,70844.0,8376.0,-107705.0,35233.0,36690.0,93559.0,-141920.0,1372.0,-97488.0
722,REPL,3/31/2020,-0.0015,234097.0,50379.0,183718.0,183718.0,183718.0,193519.0,61136.0,100166.0,-60552.0,0.0,34262.0,-5233.0,-55049.0,0.0,-52625.0
723,RGEN,12/31/2019,0.0,1400113.0,340345.0,1059768.0,1059768.0,378803.0,1292535.0,537407.0,484867.0,67216.0,270245.0,49206.0,-205308.0,21678.0,-59.006,26151.0
724,RGLS,12/31/2019,-0.0011,42081.0,22066.0,20015.0,20011.0,19745.0,34642.0,34121.0,39933.0,-19821.0,6832.0,17260.0,74.0,-18592.0,0.0,-18591.0
725,RLAY,12/31/2019,-0.0012,393068.0,573506.0,-180438.0,-180438.0,-180438.0,-180438.0,42832.0,5606.0,-66133.0,0.0,65429.0,-319024.0,-75305.0,0.0,-75305.0
726,RNLX,6/30/2019,0.0,28922.0,755.0,28167.0,28167.0,9880.0,28167.0,9288.0,26249.0,-3994.0,0.0,18666.0,-13049.0,-5559.0,0.0,-6518.0
727,RPTX,12/31/2019,-0.0016,102695.0,148824.0,-46129.0,-46129.0,-46129.0,-46129.0,95005.0,103243.0,-18429.0,0.0,15791.0,-1304.0,-27739.0,188.68,-27021.0
728,RVMD,12/31/2019,-0.0012,220529.0,67994.0,152535.0,-152574.0,-229195.0,-152574.0,16873.0,98658.0,-49616.0,50041.0,52902.0,-101969.0,-47664.0,0.0,-52037.0
729,RVNC,12/31/2019,-0.0037,340287.0,114797.0,225490.0,225490.0,225490.0,225490.0,171890.0,221657.0,-106161.0,413.0,43461.0,-17592.0,-159230.0,0.0,-159429.0
730,RWLK,12/31/2019,-0.0027,24372.0,13592.0,10780.0,10780.0,10780.0,17745.0,16992.0,21482.0,-14815.0,4873.0,5763.0,-22.0,-15577.0,7.82,-15544.0
731,RYTM,12/31/2019,-0.0039,308523.0,27503.0,281020.0,281020.0,281020.0,281020.0,62697.0,163474.0,-122750.0,0.0,36422.0,-27970.0,-140729.0,0.0,-140729.0
732,RCKT,12/31/2019,-0.0016,372121.0,64824.0,307297.0,307297.0,276256.0,352346.0,186908.0,177791.0,-64663.0,0.0,49010.0,-39011.0,-77270.0,0.0,-77270.0
733,RIGL,12/31/2019,0.0,147569.0,93754.0,53815.0,53815.0,53815.0,63625.0,22521.0,11365.0,-41510.0,59288.0,167400.0,-23656.0,-66894.0,0.0,-66894.0
734,RMTI,12/31/2019,0.0,44316.0,23997.0,20320.0,20320.0,19399.0,21083.0,11795.0,21085.0,-27255.0,61303.0,60919.0,-4750.0,-33728.0,0.0,-34128.0
735,RPRX,12/31/2019,0.0034,12449895.0,6308457.0,6141438.0,6105555.0,6053831.0,12343677.0,283682.0,-1191626.0,1667239.0,1794612.0,354176.0,-2116142.0,2231924.0,0.0,2461419.0
736,RUBY,12/31/2019,-0.0021,394841.0,120628.0,274213.0,274213.0,274213.0,323809.0,93633.0,27291.0,-110444.0,0.0,78689.0,-132635.0,-163458.0,0.0,-163458.0
737,SAGE,12/31/2019,-0.0134,1084150.0,139495.0,944655.0,944655.0,944655.0,944655.0,129072.0,607624.0,-528706.0,6868.0,50834.0,-143156.0,-680238.0,0.0,-680238.0
738,SGMO,12/31/2019,0.0,637516.0,204777.0,432739.0,432554.0,340125.0,432554.0,81928.0,142029.0,-144402.0,102428.0,112114.0,-59801.0,-95186.0,0.0,-95419.0
