,Symbol,Date,Diluted EPS,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Common Stock Equity,Tangible Book Value,Invested Capital,End Cash Position,Financing Cash Flow,Operating Cash Flow,Total Revenue,Diluted Average Shares,Investing Cash Flow,Normalized Income,Tax Effect of Unusual Items,Pretax Income
292,ZBRA,12/31/2019,0.01,4711000.0,2872000.0,1839000.0,1839000.0,-1058000.0,3116000.0,30000.0,-365000.0,685000.0,4485000.0,54594.0,-335000.0,578580.0,-3420.0,598000.0
293,ZI,12/31/2019,0.0,1561900.0,1775700.0,-213800.0,-213800.0,-1551200.0,989500.0,42500.0,725800.0,44400.0,293300.0,143485.0,-736700.0,-15003.0,-2603.0,-84500.0
294,ZM,1/31/2020,0.0,1289845.0,455902.0,833943.0,833943.0,833943.0,833943.0,334082.0,615690.0,151892.0,622658.0,254298.0,-499468.0,25305.0,0.0,26362.0
295,ZNGA,12/31/2019,0.0,3660614.0,1685184.0,1975430.0,1975430.0,281492.0,2545886.0,453329.0,451631.0,262828.0,1321659.0,974020.0,-851865.0,41925.0,0.0,47335.0
296,ZS,7/31/2020,0.0,1833458.0,1348629.0,484829.0,484829.0,430746.0,1346444.0,141851.0,1022212.0,79317.0,431269.0,129323.0,-1038162.0,-115116.0,0.0,-112728.0
297,ACAD,12/31/2019,-0.0016,783183.0,84048.0,699135.0,699135.0,696550.0,699135.0,194467.0,371847.0,-151130.0,339076.0,147199.0,-165836.0,-235259.0,0.0,-234383.0
298,ACIU,12/31/2019,0.0,299250.0,26808.0,272442.0,272442.0,272442.0,273094.0,193587.0,49616.0,55220.0,111026.0,71103.0,-66885.0,47455.0,0.0,45442.0
299,ACOR,12/31/2019,-0.0058,799718.0,488898.0,310820.0,310820.0,-91509.0,532903.0,105191.0,-60550.0,-128167.0,192408.0,47512.0,-505.0,-138091.0,-677.765,-274248.0
300,ACRS,12/31/2019,-0.0039,98297.0,28385.0,69912.0,69912.0,62713.0,69912.0,35937.0,-30316.0,-96445.0,4227.0,41324.0,105679.0,-95057.0,-18.504,-113542.0
301,ACRX,12/31/2019,0.0,91356.0,132774.0,-41418.0,-41418.0,-41418.0,-16271.0,14684.0,14452.0,-51180.0,2289.0,79184.0,-36563.0,-53240.0,0.0,-53237.0
302,ARAY,6/30/2020,0.0,490927.0,427292.0,63635.0,63635.0,5255.0,252942.0,109911.0,26696.0,-1469.0,382928.0,87465.0,-3728.0,5403.0,-767.1369,5690.0
303,ETNB,12/31/2019,-0.0245,95553.0,5609.0,89944.0,89944.0,89944.0,89944.0,93360.0,107702.0,-25460.0,0.0,2344.0,-139.0,-57420.0,0.0,-57202.0
304,NMTR,12/31/2019,0.0,5297.0,14911.0,-9614.0,-9614.0,-9614.0,-6429.0,4593.0,16844.0,-17968.0,0.0,33329.0,-11.934,-25923.0,0.0,-27049.0
305,ONEM,12/31/2019,0.0,427148.0,611179.0,-184031.0,-187066.0,-208390.0,-183784.0,29329.0,-1376.0,-31674.0,276258.0,122411.0,23723.0,-49985.0,-950.13,-53608.0
306,XLRN,12/31/2019,-0.0024,504906.0,55430.0,449476.0,449476.0,449476.0,449476.0,239274.0,258720.0,-93804.0,73993.0,52453.0,-71291.0,-124858.0,0.0,-124920.0
307,ADAP,12/31/2019,-0.0013,181543.0,57905.0,123638.0,123638.0,121440.0,123638.0,54908.0,366.0,-112507.0,1122.0,104968.0,94945.0,-137165.0,0.0,-136923.0
308,ADIL,12/31/2019,0.0,7680.0,539.051,7141.0,7141.0,7134.0,7141.0,6777.0,9247.0,-6339.0,0.0,9852.0,0.0,-8150.0,0.0,-8591.0
309,ADMS,12/31/2019,-0.0038,162158.0,163051.0,-893.0,-893.0,-893.0,126822.0,65774.0,1085.0,-80779.0,54637.0,27677.0,88863.0,-105186.0,0.0,-105186.0
310,ADPT,12/31/2019,-0.001,912302.0,341263.0,571039.0,571039.0,440139.0,571039.0,98714.0,319916.0,205404.0,85071.0,69165.0,-481697.0,-68606.0,0.0,-68606.0
311,ADRO,12/31/2019,-0.001,291313.0,225718.0,65595.0,65595.0,38450.0,65595.0,60092.0,743.0,-65508.0,17258.0,80111.0,-1763.0,-77511.0,-145.174,-84784.0
312,ADTX,12/31/2019,-0.0011,123.532,2976.0,-2852.0,-2852.0,-2852.0,-2687.0,4.09,352.733,-464.352,0.0,5172.0,,-5873.0,0.0,-5828.0
313,ADUS,12/31/2019,0.0018,636748.0,161156.0,475592.0,475592.0,143145.0,535484.0,111714.0,217986.0,12019.0,648791.0,14248.0,-188697.0,25811.0,0.0,33170.0
314,AFIB,12/31/2019,-0.0058,105455.0,331266.0,-225811.0,-225811.0,-241947.0,-187567.0,9602.0,126339.0,-55986.0,2836.0,16852.0,-70430.0,-92387.0,0.0,-97039.0
315,AHCO,12/31/2019,0.0,546122.0,575370.0,-29248.0,-14519.0,-281310.0,382314.0,76878.0,76145.0,60418.0,529644.0,72380.0,-84870.0,-13447.0,-572.7918,-11729.0
316,ADVM,12/31/2019,-0.001,222727.0,47770.0,174957.0,174957.0,174957.0,174957.0,66896.0,28191.0,-49170.0,250.0,64102.0,-68073.0,-64486.0,0.0,-64486.0
317,AERI,12/31/2019,-0.0044,452608.0,285658.0,166950.0,166950.0,166950.0,355601.0,143940.0,274799.0,-150430.0,69888.0,45427.0,-183247.0,-199581.0,0.0,-199671.0
318,AFMD,12/31/2019,0.0,112359.0,73692.0,38667.0,38667.0,38530.0,41050.0,95234.0,26038.0,-29056.0,21391.0,64242.0,4340.0,-32420.0,20.52,-32361.0
319,AGEN,12/31/2019,0.0,155335.0,386672.0,-231337.0,-225356.0,-259048.0,-211330.0,61808.0,31323.0,-18682.0,150048.0,134982.0,-4657.0,-101852.0,0.0,-111560.0
320,AGIO,12/31/2019,-0.0069,890741.0,250213.0,640528.0,640528.0,640528.0,640528.0,80931.0,289611.0,-370622.0,117912.0,59995.0,91440.0,-411472.0,0.0,-411472.0
321,AGLE,12/31/2019,-0.0025,83183.0,23102.0,60081.0,60081.0,60081.0,60081.0,20753.0,65723.0,-65692.0,0.0,31950.0,-1739.0,-78254.0,0.0,-78254.0
322,AGRX,12/31/2019,0.0,49540.0,3795.0,45745.0,45745.0,45745.0,45917.0,34479.0,42415.0,-15689.0,0.0,49432.0,-98.0,-18606.0,0.0,-18606.0
323,AIH,12/31/2019,0.0089,1047135.0,456537.0,590598.0,547481.0,372064.0,687868.0,154490.0,79561.0,86761.0,869050.0,23613.0,-114172.0,137311.0,-101.568,152364.0
324,AIMT,12/31/2019,-0.004,204369.0,100345.0,104024.0,104024.0,104024.0,145052.0,79880.0,55878.0,-195408.0,0.0,62558.0,111899.0,-248497.0,0.0,-247781.0
325,ALRN,12/31/2019,-0.0012,26473.0,10425.0,16048.0,16048.0,16048.0,16048.0,5904.0,23964.0,-26474.0,0.0,24535.0,-2814.0,-29369.0,0.0,-29369.0
326,AKBA,12/31/2019,-0.0024,771201.0,376444.0,394757.0,394757.0,48492.0,470562.0,149804.0,88970.0,-257441.0,335001.0,118396.0,211176.0,-279659.0,0.0,-286290.0
327,AKCA,12/31/2019,0.0,599250.0,56246.0,543004.0,543004.0,459953.0,543004.0,309250.0,-11933.0,223825.0,488543.0,95382.0,8428.0,35548.0,280.755,42964.0
328,AKER,12/31/2019,-0.0064,10885.0,1530.0,9355.0,9355.0,9185.0,9355.0,632.538,6966.0,-3074.0,1577.0,612.672,-3941.0,-3703.0,0.0,-3888.0
329,AKRO,12/31/2019,-0.0029,138118.0,9392.0,128726.0,128726.0,128726.0,128726.0,64848.0,95988.0,-35627.0,0.0,15071.0,-71513.0,-43755.0,0.0,-43755.0
330,AKUS,12/31/2019,-0.0037,45162.0,77963.0,-32801.0,-32801.0,-32801.0,-32801.0,26395.0,25005.0,-19510.0,0.0,6435.0,-3440.0,-25741.0,0.0,-25741.0
331,ALDX,12/31/2019,-0.0022,75518.0,27436.0,48082.0,48082.0,48082.0,62611.0,44426.0,23576.0,-44984.0,0.0,27112.0,18477.0,-54398.0,-138.5796,-62137.0
332,ALEC,12/31/2019,-0.0017,421913.0,227170.0,194743.0,194743.0,194743.0,194743.0,91113.0,172353.0,-99308.0,21219.0,61734.0,-48874.0,-105385.0,0.0,-105385.0
333,ALGN,12/31/2019,0.0055,2500702.0,1154533.0,1346169.0,1346169.0,1270477.0,1346169.0,551134.0,-485540.0,747270.0,2406796.0,80100.0,-350444.0,420368.0,5602.0,562651.0
334,ALIM,12/31/2019,-0.0022,50309.0,54754.0,-4445.0,-34789.0,-49572.0,3869.0,9459.0,869.0,-4152.0,53943.0,4770.0,-174.0,-10382.0,-22.68,-10227.0
335,ALXN,12/31/2019,0.0107,17544600.0,6272800.0,11271800.0,11271800.0,2890100.0,13773500.0,2723600.0,-739100.0,2084900.0,4991100.0,224800.0,9700.0,2345316.0,21816.0,2178800.0
336,AHPI,6/30/2020,0.0,19672.0,10794.0,8879.0,8879.0,8879.0,11254.0,2600.0,2375.0,647.581,31894.0,4014.0,-617.811,-3014.0,0.0,-3144.0
337,ALKS,12/31/2019,-0.0013,1805403.0,719961.0,1085442.0,1085442.0,841926.0,1362580.0,203771.0,6765.0,72077.0,1170947.0,157051.0,-141833.0,-160491.0,-72.402,-197056.0
338,ALLK,12/31/2019,-0.0019,516894.0,21173.0,495721.0,495721.0,495721.0,495721.0,40642.0,381163.0,-63012.0,0.0,45191.0,-311971.0,-85372.0,0.0,-85372.0
339,ALLO,12/31/2019,-0.0018,717802.0,88779.0,629023.0,629023.0,628872.0,629023.0,179425.0,58960.0,-137350.0,0.0,101061.0,164084.0,-184594.0,0.0,-184925.0
340,ALNA,12/31/2019,-0.0021,34108.0,16910.0,17198.0,17198.0,17198.0,27178.0,30007.0,12118.0,-43632.0,0.0,22181.0,-122.0,-46734.0,0.0,-47339.0
341,ALNY,12/31/2019,-0.0081,2395134.0,956442.0,1438692.0,1438692.0,1438692.0,1438692.0,549628.0,823184.0,-278427.0,219750.0,109264.0,-417677.0,-886116.0,0.0,-885253.0
342,ALPN,12/31/2019,-0.0023,54093.0,24619.0,29474.0,29474.0,29474.0,34401.0,16509.0,24255.0,-35346.0,1740.0,18359.0,16763.0,-41852.0,0.0,-41852.0
343,ALVR,12/31/2019,0.0,139422.0,17798.0,121624.0,-51503.0,-51503.0,-51503.0,61084.0,120923.0,-20155.0,165.0,37098.0,-64644.0,-23839.0,0.0,-23839.0
344,ALXO,12/31/2019,-0.0013,10676.0,10952.0,-276.0,-70639.0,-70639.0,-65218.0,9017.0,15357.0,-14249.0,4796.0,14330.0,-353.0,-19243.0,0.0,-19209.0
345,ATEC,12/31/2019,-0.0011,169948.0,126317.0,43631.0,43631.0,4129.0,97568.0,47113.0,64183.0,-33121.0,113427.0,52234.0,-13032.0,-48329.0,-36.0083,-57141.0
346,AGTC,6/30/2020,0.0,100319.0,29303.0,71016.0,71016.0,69918.0,80693.0,38463.0,44981.0,-41620.0,2453.0,18157.0,8399.0,-47077.0,0.0,-45762.0
347,AMGN,12/31/2019,0.0129,59707000.0,50034000.0,9673000.0,9673000.0,-24443000.0,39576000.0,6037000.0,-15767000.0,9150000.0,23362000.0,609000.0,5709000.0,7842000.0,0.0,9138000.0
348,AMPH,12/31/2019,0.0,586971.0,159443.0,427528.0,381366.0,340213.0,428501.0,75550.0,-3783.0,41762.0,322357.0,49907.0,-50527.0,48939.0,0.0,60228.0
349,ANAB,12/31/2019,-0.0036,435197.0,30189.0,405008.0,405008.0,405008.0,406383.0,171077.0,-4493.0,-69517.0,8000.0,27059.0,131431.0,-97336.0,0.0,-97488.0
350,ANCN,12/31/2019,-0.004,19755.0,4846.0,14909.0,14909.0,14909.0,14909.0,17705.0,26621.0,-16458.0,0.0,6889.0,-95.0,-19164.0,0.0,-27124.0
351,ANGO,5/31/2020,-0.0044,594214.0,139342.0,454872.0,454872.0,57221.0,494872.0,54435.0,-95242.0,-14554.0,264157.0,37961.0,-63345.0,-15257.0,-1531.0,-168135.0
352,ANNX,12/31/2019,-0.0028,49898.0,6368.0,43530.0,-100454.0,-100454.0,-100454.0,43931.0,28395.0,-28358.0,0.0,11452.0,-267.0,-37183.0,0.0,-37179.0
353,ANPC,12/31/2019,-0.0102,52982.0,68906.0,-15924.0,-15973.0,-23396.0,22595.0,6125.0,46108.0,-48600.0,10845.0,9868.0,-3461.0,-97848.0,-6.8907,-101839.0
354,APLS,12/31/2019,-0.0049,389245.0,355015.0,34230.0,34230.0,34230.0,176797.0,351985.0,388541.0,-211135.0,0.0,62229.0,-1693.0,-288366.0,0.0,-304707.0
355,FOLD,12/31/2019,-0.0015,850207.0,373782.0,476425.0,476425.0,255628.0,625930.0,146343.0,217502.0,-250416.0,182237.0,240421.0,95153.0,-353981.0,-890.19,-355910.0
356,AMTI,12/31/2019,-0.0016,38533.0,110235.0,-71702.0,-71702.0,-71702.0,-71702.0,12835.0,41648.0,-26967.0,0.0,17611.0,-22134.0,-28043.0,0.0,-28043.0
357,APLT,12/31/2019,-0.0035,48389.0,15782.0,32607.0,32607.0,32607.0,32607.0,18850.0,56415.0,-36307.0,0.0,12831.0,-20006.0,-45513.0,0.0,-45513.0
358,APM,12/31/2019,0.0,23954.0,9102.0,14852.0,16361.0,15050.0,22692.0,5293.0,-7323.0,-13383.0,535.166,27910.0,-108.061,-20172.0,0.0,-20117.0
359,APRE,12/31/2019,-0.0047,133608.0,9364.0,124244.0,124244.0,124244.0,124244.0,130089.0,92576.0,-26709.0,0.0,6002.0,-30.901,-29388.0,0.0,-28060.0
360,APTX,12/31/2019,-0.0017,106479.0,5168.0,101311.0,101311.0,101311.0,101311.0,99194.0,192.0,-52087.0,3669.0,33556.0,-39.0,-57410.0,0.0,-57410.0
361,AQST,12/31/2019,-0.0026,78479.0,84601.0,-6122.0,-6122.0,-6275.0,54216.0,49326.0,49600.0,-60210.0,52609.0,25356.0,-663.0,-61350.0,0.0,-66246.0
362,ARAV,12/31/2019,-0.0016,82121.0,13072.0,69049.0,69049.0,68830.0,69049.0,67557.0,25250.0,-17081.0,4753.0,11589.0,0.0,-18218.0,0.0,-18218.0
363,ARCT,12/31/2019,-0.0022,82143.0,56351.0,25792.0,25792.0,25792.0,40787.0,71460.0,41907.0,-6445.0,20789.0,12069.0,-818.0,-25991.0,0.0,-25991.0
364,ARDX,12/31/2019,-0.0015,259782.0,73127.0,186655.0,186655.0,186655.0,236669.0,181133.0,155476.0,-76484.0,5281.0,64478.0,23373.0,-94940.0,0.0,-94637.0
365,ARQT,12/31/2019,-0.0012,107012.0,172041.0,-65029.0,-65029.0,-65029.0,-65029.0,63336.0,93103.0,-42836.0,0.0,35064.0,-26325.0,-41996.0,0.0,-41996.0
366,ARDS,12/31/2019,-0.0035,27967.0,24331.0,3636.0,3636.0,3604.0,3636.0,20897.0,4993.0,-8159.0,1022.0,8458.0,-174.0,-29681.0,0.0,-29681.0
367,ARGX,12/31/2019,-0.0042,1433339.0,382593.0,1050746.0,1050746.0,1010585.0,1050746.0,331282.0,659359.0,134584.0,69783.0,38619.0,-744338.0,-173230.0,3422.0,-158213.0
368,ARNA,12/31/2019,0.0077,1174123.0,102658.0,1071465.0,1071465.0,1071465.0,1071465.0,243500.0,9865.0,568694.0,806431.0,51698.0,-496949.0,397555.0,0.0,507888.0
369,ARVN,12/31/2019,-0.0021,301641.0,74955.0,226686.0,226686.0,226686.0,228686.0,9211.0,139744.0,-40626.0,42976.0,32928.0,-93097.0,-45617.0,0.0,-70292.0
370,ASLN,12/31/2019,-0.0015,23349.0,23953.0,-603.274,-1677.0,-1680.0,15954.0,22203.0,19091.0,-25803.0,3000.0,32478.0,5.38,-27648.0,-3977.0,-46658.0
371,ASND,12/31/2019,-0.0047,676732.0,79618.0,597114.0,597114.0,593619.0,597114.0,598106.0,493593.0,-175936.0,13375.0,46507.0,-5159.0,-225755.0,8.3061,-218250.0
372,ATHA,12/31/2019,0.0,2189.0,21912.0,-19723.0,-19723.0,-19723.0,-18170.0,2056.0,946.0,-3713.0,0.0,6187.0,1506.0,-5090.0,0.0,-5161.0
373,ATNX,12/31/2019,-0.0017,309932.0,134077.0,175855.0,188225.0,141190.0,241471.0,127674.0,167452.0,-97460.0,101229.0,74054.0,7499.0,-123749.0,0.0,-124605.0
374,ATRA,12/31/2019,-0.0057,342942.0,52161.0,290781.0,290781.0,290781.0,290781.0,75711.0,188786.0,-235626.0,0.0,51308.0,60459.0,-290976.0,0.0,-290964.0
375,ATOS,12/31/2019,-0.002,14490.0,1334.0,13156.0,13156.0,13087.0,13156.0,12691.0,11337.0,-9128.0,0.0,8497.0,-7.625,-17240.0,0.0,-17240.0
376,ATRC,12/31/2019,0.0,557880.0,310537.0,247343.0,247343.0,-117319.0,309195.0,28483.0,14373.0,-15811.0,230807.0,37589.0,-2147.0,-35194.0,0.0,-34995.0
377,ATXI,12/31/2019,-0.0017,8915.0,2115.0,6800.0,6800.0,6800.0,6800.0,8745.0,32333.0,-26259.0,0.0,15722.0,0.0,-25908.0,0.0,-25908.0
378,AUTL,12/31/2019,-0.0029,303533.0,48694.0,254839.0,254839.0,254585.0,254839.0,211430.0,108863.0,-101484.0,2908.0,43066.0,-18668.0,-120194.0,-447.118,-139008.0
379,AVEO,12/31/2019,0.0,50600.0,35754.0,14846.0,14846.0,14846.0,30612.0,29785.0,26194.0,-2919.0,28795.0,15376.0,-17917.0,-2189.0,0.0,9388.0
380,AVGR,12/31/2019,-0.0032,23825.0,16930.0,6895.0,6895.0,6895.0,15862.0,10943.0,11867.0,-17264.0,9131.0,7239.0,-70.0,-19450.0,0.0,-19450.0
381,BCEL,12/31/2019,-0.0043,195715.0,8763.0,186952.0,186952.0,186952.0,186952.0,159236.0,131174.0,-58538.0,0.0,15834.0,-27904.0,-67231.0,0.0,-67483.0
382,EARS,12/31/2019,-0.0144,9226.0,3190.0,6036.0,6036.0,-729.48,6036.0,1385.0,7378.0,-8393.0,0.0,795.043,-3001.0,-7023.0,52.8541,-6826.0
383,LIFE,12/31/2019,-0.007,36188.0,15162.0,21026.0,21184.0,21184.0,29921.0,9210.0,1336.0,-20013.0,422.0,3356.0,4925.0,-23603.0,0.0,-23763.0
384,RNA,12/31/2019,-0.0014,96907.0,162264.0,-65357.0,-65357.0,-65357.0,-60813.0,94578.0,89233.0,2490.0,2319.0,12432.0,-235.0,-24719.0,0.0,-24734.0
385,AVRO,12/31/2019,-0.0027,200514.0,14501.0,186013.0,186013.0,186013.0,186013.0,187535.0,129994.0,-67668.0,0.0,27432.0,-1585.0,-72965.0,0.0,-72965.0
386,AXLA,12/31/2019,-0.0035,94359.0,34135.0,60224.0,60224.0,60224.0,85121.0,92053.0,63666.0,-50962.0,0.0,16625.0,-117.0,-58986.0,0.0,-59037.0
387,AXNX,12/31/2019,-0.0028,219822.0,36819.0,183003.0,183003.0,182692.0,203339.0,171082.0,110955.0,-83454.0,13820.0,28567.0,45287.0,-79935.0,0.0,-79934.0
388,AXSM,12/31/2019,-0.002,220550.0,41827.0,178722.0,178722.0,178722.0,198657.0,219966.0,252389.0,-46375.0,0.0,34020.0,-16.121,-68345.0,0.0,-68345.0
389,AYLA,12/31/2019,-0.0021,20054.0,5601.0,14453.0,14453.0,14453.0,14453.0,16808.0,7075.0,-14950.0,2334.0,8580.0,-1581.0,-17792.0,0.0,-17486.0
390,AZRX,12/31/2019,0.0,8903.0,4286.0,4617.0,4617.0,-676.526,6139.0,175.796,13145.0,-14034.0,0.0,22426.0,-24.098,-15178.0,0.0,-15178.0
391,BEAM,12/31/2019,-0.002,156099.0,55154.0,100945.0,-201104.0,-201104.0,-195390.0,50553.0,41279.0,-72003.0,18.0,45325.0,-66659.0,-72926.0,0.0,-78326.0
392,BGNE,12/31/2019,-0.0159,1612289.0,633934.0,978355.0,962205.0,956250.0,1202900.0,620775.0,85680.0,-750269.0,428212.0,60054.0,554163.0,-948628.0,0.0,-943586.0
393,BLCM,12/31/2019,-0.024,116250.0,142467.0,-26217.0,-26217.0,-26217.0,10500.0,93816.0,74088.0,-77569.0,7143.0,4685.0,48857.0,-93285.0,0.0,-112477.0
394,BLPH,12/31/2019,-0.003,13108.0,9517.0,3591.0,3591.0,3591.0,3591.0,10277.0,6167.0,-12936.0,0.0,4503.0,0.0,-15628.0,320.5656,-15068.0
395,BASI,9/30/2019,0.0,41980.0,31270.0,10710.0,10675.0,4184.0,27273.0,606.0,6205.0,1777.0,43616.0,10383.0,-8149.0,-790.0,0.0,-786.0
396,BCRX,12/31/2019,0.0,175282.0,137030.0,38252.0,38252.0,38252.0,118122.0,115723.0,99098.0,-89584.0,48835.0,115600.0,77934.0,-109414.0,0.0,-108897.0
397,BCYC,12/31/2019,-0.0028,110194.0,16996.0,93198.0,93198.0,93198.0,93198.0,92117.0,58440.0,-28613.0,13801.0,11045.0,-1555.0,-30608.0,0.0,-30862.0
398,BFRA,12/31/2019,0.0,58363.0,48408.0,9955.0,9955.0,-12894.0,33277.0,11119.0,3455.0,-32894.0,31265.0,22345.0,21053.0,-7358.0,0.0,-4777.0
399,BIOC,12/31/2019,-0.0122,17733.0,6532.0,11201.0,11201.0,11201.0,11201.0,9301.0,29663.0,-23049.0,5529.0,2066.0,-735.3,-23307.0,0.0,-25138.0
400,BLU,12/31/2019,0.0,95836.0,7590.0,88246.0,88246.0,86440.0,88246.0,18584.0,73760.0,-21332.0,26.7938,47430.0,-45007.0,-24964.0,0.0,-26385.0
401,BMRN,12/31/2019,0.0,4690039.0,1567658.0,3122381.0,3122381.0,2468762.0,3970501.0,437446.0,-74674.0,48262.0,1704048.0,179039.0,-31026.0,-42098.0,6750.0,-94811.0
402,BNTC,6/30/2020,0.0,11587.0,1349.0,10238.0,10238.0,10238.0,10238.0,9801.0,1770.0,-7535.0,97.0,856.764,-94.0,-8185.0,0.0,-8274.0
403,BVXV,12/31/2019,-0.0132,115750.0,180803.0,-65053.0,-65053.0,-65053.0,58727.0,72467.0,85214.0,-77058.0,0.0,8166.0,-7199.0,-93421.0,0.0,-109194.0
404,BYSI,12/31/2019,-0.0016,44555.0,13424.0,31131.0,30277.0,30277.0,31742.0,35933.0,80171.0,-48162.0,0.0,24646.0,-4.0,-38081.0,0.0,-40333.0
405,BBIO,12/31/2019,-0.0025,631679.0,157946.0,473733.0,408454.0,408454.0,500245.0,364197.0,398792.0,-253587.0,40560.0,105099.0,-217253.0,-260171.0,0.0,-288585.0
406,BDTX,12/31/2019,-0.0011,158295.0,205452.0,-47157.0,-47157.0,-47157.0,-47157.0,154721.0,127756.0,-24674.0,0.0,32636.0,-21.0,-28865.0,0.0,-35258.0
407,BEAT,12/31/2019,0.0,685720.0,318803.0,366917.0,366917.0,-64000.0,561584.0,68614.0,-4379.0,67550.0,439107.0,36440.0,-75473.0,57189.0,-9067.0,39728.0
408,BLUE,12/31/2019,-0.0143,1727424.0,442431.0,1284993.0,1284993.0,1257539.0,1284993.0,381709.0,21187.0,-564384.0,44674.0,55191.0,507807.0,-786864.0,-2.747,-790153.0
409,BNR,12/31/2019,-0.0021,847557.0,1739051.0,-891494.0,-891494.0,-891837.0,-833729.0,98244.0,571735.0,-228041.0,381677.0,82078.0,-346660.0,-167803.0,0.0,-169156.0
410,BNTX,12/31/2019,0.0,797647.0,304155.0,493492.0,493492.0,404058.0,493492.0,519149.0,383290.0,-198537.0,108589.0,211499.0,-77115.0,-181394.0,3.4964,-179440.0
411,BPMC,12/31/2019,-0.0073,707694.0,243335.0,464359.0,464359.0,464359.0,464359.0,119604.0,340638.0,-278015.0,66512.0,47829.0,-16466.0,-347694.0,0.0,-347694.0
412,BTAI,12/31/2019,-0.002,36392.0,9497.0,26895.0,26895.0,26895.0,26895.0,32426.0,18011.0,-27280.0,0.0,16289.0,-870.0,-33601.0,0.0,-32968.0
413,BWAY,12/31/2019,-0.001,38736.0,14516.0,24220.0,24220.0,24220.0,24220.0,21674.0,22474.0,-7244.0,23101.0,10253.0,-2446.0,-10376.0,14.26,-9906.0
414,CABA,12/31/2019,-0.0041,141468.0,3147.0,138321.0,138321.0,138321.0,138321.0,136204.0,119925.0,-16045.0,0.0,24034.0,-693.0,-16943.0,0.0,-16943.0
415,APOP,12/31/2019,-0.0079,21320.0,6483.0,14837.0,14837.0,14837.0,14837.0,18106.0,21871.0,-20337.0,0.0,2126.0,-108.0,-16808.0,0.0,-16808.0
416,CALA,12/31/2019,-0.0019,168768.0,26342.0,142426.0,142426.0,142426.0,142426.0,60877.0,98908.0,-78745.0,0.0,47312.0,-10784.0,-89860.0,0.0,-89860.0
417,CALT,12/31/2019,0.0,845200.0,57129.0,788071.0,788071.0,772005.0,788071.0,753540.0,198835.0,-71011.0,184829.0,36941.0,-18072.0,-29817.0,0.0,-32501.0
418,CARA,12/31/2019,-0.0025,232959.0,46246.0,186713.0,186713.0,186713.0,186713.0,18713.0,142604.0,-109225.0,19886.0,42669.0,-30516.0,-106373.0,0.0,-107189.0
419,CATB,12/31/2019,-0.0024,41780.0,6060.0,35720.0,35720.0,35720.0,35720.0,10376.0,25620.0,-26569.0,0.0,11199.0,-4082.0,-26293.0,0.0,-26293.0
420,CDNA,12/31/2019,0.0,151736.0,52736.0,99000.0,99000.0,29602.0,99000.0,38479.0,-132.0,-2769.0,127068.0,42152.0,-22579.0,-22261.0,26.477,-23947.0
421,CELC,12/31/2019,0.0,20281.0,983.229,19298.0,19298.0,19298.0,19298.0,18735.0,259.305,-5999.0,0.0,10226.0,8530.0,-7359.0,0.0,-7359.0
422,CPRX,12/31/2019,0.0,112376.0,24746.0,87630.0,87630.0,87630.0,87630.0,89512.0,1116.0,34611.0,102306.0,106021.0,37225.0,31875.0,0.0,33409.0
423,CSII,6/30/2020,0.0,339519.0,70727.0,268792.0,268792.0,252186.0,268792.0,185463.0,132660.0,-12765.0,236545.0,33536.0,-8669.0,-27236.0,0.0,-27005.0
424,CSTL,12/31/2019,0.0,119746.0,34633.0,85113.0,85113.0,85113.0,110235.0,98845.0,88288.0,7015.0,51865.0,8658.0,-937.0,134.1694,70.1694,5349.0
425,CCXI,12/31/2019,0.0,209083.0,143083.0,66000.0,66000.0,66000.0,85786.0,40259.0,94820.0,-70123.0,35952.0,56898.0,-12526.0,-55489.0,0.0,-55489.0
426,CERC,12/31/2019,0.0,36109.0,15113.0,20996.0,20993.0,4157.0,20993.0,3729.0,12559.0,-19134.0,6750.0,57404.0,-443.002,-17224.0,352.6889,-15990.0
427,CERS,12/31/2019,0.0,165535.0,108483.0,57052.0,57052.0,55604.0,101483.0,37421.0,43487.0,-65838.0,93774.0,139831.0,28185.0,-71181.0,-23.22,-70981.0
428,CHEK,12/31/2019,-0.0017,9429.0,3195.0,6234.0,6234.0,6234.0,6234.0,8035.0,6511.0,-12843.0,0.0,7986.0,5445.0,-13829.0,0.0,-13836.0
429,CHMA,12/31/2019,-0.0011,98826.0,13057.0,85769.0,85769.0,85769.0,86607.0,27855.0,85464.0,-35012.0,0.0,34204.0,-35657.0,-36265.0,-20.25,-36036.0
430,CLLS,12/31/2019,-0.0024,467469.0,111999.0,355470.0,315123.0,314015.0,315123.0,340522.0,-3862.0,-69142.0,15190.0,42461.0,-35872.0,-105901.0,0.0,-115212.0
431,CMPI,12/31/2019,-0.0034,5126.0,5634.0,-508.0,-97436.0,-97436.0,-97436.0,4205.0,18977.0,-26851.0,0.0,8221.0,,-28292.0,0.0,-28292.0
432,CMRX,12/31/2019,-0.002,119376.0,9424.0,109952.0,109952.0,109952.0,109952.0,16901.0,345.0,-75181.0,12519.0,55502.0,10631.0,-112576.0,0.0,-112576.0
433,CNTG,12/31/2019,-0.0013,117510.0,58588.0,58922.0,59860.0,45715.0,65126.0,41095.0,25473.0,-7775.0,48780.0,16409.0,14175.0,-21332.0,176.58,-20697.0
