,Diluted Equity,ROA,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Common Stock Equity,Tangible Book Value,Invested Capital,End Cash Position,Financing Cash Flow,Operating Cash Flow,Total Revenue,Investing Cash Flow,Tax Effect of Unusual Items,Pretax Income
28,34368.955200000004,0.12068882131427391,74467000.0,201442000.0,201442000.0,178839000.0,205400000.0,18498000.0,-23209000.0,54520000.0,161857000.0,-29491000.0,160132.0,39625000.0
29,-644.2497000000001,-0.019257733293067,3318766.0,575306.0,575306.0,-199524.0,1464489.0,1479969.0,-42575.0,574210.0,1614173.0,-318931.0,-64662.0,-346209.0
30,0.0,0.031078610603290677,128667.0,419427.0,419427.0,419427.0,419427.0,146534.0,-13408.0,-13594.0,342958.0,-11969.0,0.0,20922.0
31,2681.6,0.04728877068733054,42523000.0,24970000.0,24941000.0,-29327000.0,57739000.0,5055000.0,6488000.0,9697000.0,22597000.0,-15422000.0,-135339.0,2226000.0
32,0.0,0.026487628699970095,459378.0,-155085.0,-155085.0,-187728.0,74503.0,72575.0,-7644.0,19641.0,411788.0,-7185.0,-169.83,2525.0
33,0.0,-0.144904873599166,4120.0,53435.0,53435.0,53435.0,53435.0,47742.0,-814.0,-2945.0,12204.0,-111.0,0.0,-3129.0
34,0.0,-0.012688662138626097,30587.0,192762.0,184353.0,183229.0,190100.0,26892.0,6186.0,12658.0,83256.0,-8328.0,86.67,-1026.0
35,0.0,0.0073048714764393,71326.0,270090.0,270090.0,256654.0,270090.0,185004.0,152418.0,-1253.0,232594.0,-7653.0,0.0,-15224.0
36,48.5037,0.044604142734185975,689130.0,171799.0,171799.0,123979.0,175750.0,273341.0,-10811.0,77137.0,942311.0,66313.0,2629.0,61138.0
37,0.0,-0.06220967564659536,98744.0,74123.0,74123.0,-654.0,74123.0,22759.0,3177.0,2708.0,184455.0,-12618.0,-297.622,-21343.0
38,1953.5544,0.006908859801670008,129610000.0,171706000.0,163599000.0,137462000.0,230364000.0,34439000.0,-3873000.0,28458000.0,107413000.0,-19974000.0,-8250.0,-340000.0
39,0.0,-0.7596675228310502,89613.0,-33549.0,-257303.0,-257303.0,-216438.0,9150.0,17351.0,-39969.0,112103.0,17871.0,0.0,-42562.0
40,-1292.6480000000001,-0.08717063510246822,7880107.0,7636460.0,7052484.0,4383125.0,10467112.0,4962660.0,5078842.0,194551.0,6777922.0,-3958277.0,21205.0,-1267703.0
41,0.0,-0.032068341494571,615939.0,398613.0,398613.0,184686.0,782956.0,120502.0,452512.0,29724.0,288976.0,-408450.0,0.0,-30421.0
42,-684.4992,-0.11330845877706286,1241397.0,-774522.0,-1387500.0,-1387500.0,-1387500.0,297274.0,-22252.0,-31642.0,758888.0,285594.0,-9.5973,-51999.0
43,0.0,0.008102508676779249,1596199.0,396764.0,396764.0,-656521.0,863864.0,577295.0,111213.0,182477.0,900423.0,-167219.0,-1568.0,10585.0
44,-45.556,-0.13722439799447061,357327.0,-25644.0,-25644.0,-51168.0,162305.0,130976.0,-7415.0,-18375.0,295686.0,-34162.0,0.0,-45488.0
45,441.55460000000005,0.014118742822389724,377045.0,1138954.0,1138954.0,399184.0,1190098.0,305171.0,-191161.0,90898.0,780848.0,211312.0,-4383.0,9443.0
46,-71.76,-0.8607448502338542,102866.0,-22474.0,-22178.0,-33620.0,-5398.0,2975.0,-11540.0,2581.0,128420.0,-4261.0,124.75,-68727.0
47,0.0,0.10823558036957608,659980.0,334619.0,334619.0,-191759.0,568369.0,121101.0,-77048.0,170773.0,736654.0,-53693.0,-1036.0,128109.0
48,-80.80799999999999,-0.1283629652786882,357886.0,137919.0,137919.0,-14311.0,348126.0,107404.0,-94820.0,11544.0,366107.0,-65698.0,-5793.0,-58320.0
49,-1033.524,-1.05340590220551,298631.0,692795.0,692795.0,692795.0,820160.0,524846.0,277951.0,-280058.0,1422623.0,-16330.0,0.0,-1034510.0
50,0.0,0.10707199528482837,136768.0,256855.0,256855.0,237728.0,256855.0,70723.0,-14693.0,70116.0,588916.0,-22257.0,0.0,38705.0
51,0.0,-0.10898647797043519,405748.0,38564.0,38564.0,-52931.0,331844.0,114657.0,-9527.0,-39022.0,282297.0,-118022.0,80.46,-24415.0
52,0.0,-0.07967438356225452,81046.0,143267.0,143267.0,139063.0,143267.0,104587.0,44179.0,11457.0,210430.0,-11020.0,1.606,-17144.0
53,546.0994999999999,0.07331235853104057,2577294.0,4317328.0,4317328.0,2129872.0,5355710.0,441843.0,-601380.0,1313099.0,5692598.0,-640408.0,5628.0,654512.0
54,821.34,0.14448195111797255,2196100.0,3568800.0,3568800.0,2544100.0,3568800.0,279200.0,-1188700.0,1104300.0,1994800.0,60000.0,-1176.0,962400.0
55,-945.2793,-0.046871296023301784,6821933.0,3285447.0,3285447.0,-4875684.0,8274520.0,410405.0,1125570.0,-153928.0,196792.0,-564662.0,-71432.0,-1090851.0
56,0.0,-0.10204720574678657,132550.0,39929.0,39929.0,12882.0,103541.0,19346.0,20022.0,3553.0,267028.0,-8612.0,0.0,-7321.0
57,170.1784,0.03276810261619873,4042149.0,1425058.0,1393134.0,1309507.0,3776895.0,1205420.0,-34614.0,600111.0,3200583.0,-294102.0,-1915.0,179673.0
58,0.0,-0.011636072960913436,400803.0,392334.0,392334.0,32510.0,572334.0,194832.0,54624.0,97171.0,442221.0,-47530.0,0.0,-7401.0
59,0.0,-0.13890712324307417,432135.0,507788.0,507788.0,498978.0,737819.0,431574.0,-33883.0,-25758.0,906458.0,-88966.0,6907.0,-109679.0
60,40.7316,0.03583615634862315,1281389.0,980377.0,980377.0,-483738.0,1922153.0,188495.0,894432.0,174981.0,1037696.0,-1232976.0,-25534.0,63106.0
61,-57.304,-0.09948636675087741,218874.0,163500.0,162632.0,10709.0,233606.0,1032.0,-17599.0,5542.0,822224.0,-2940.0,-7276.0,-24211.0
62,0.0,-0.10011327802100235,11266.0,21397.0,20788.0,19913.0,22973.0,6601.0,466.782,401.107,64933.0,-3862.0,0.0,-3101.0
63,-968.5,-0.03589477258238865,12595300.0,1836300.0,836300.0,-8899000.0,10668700.0,598200.0,4698600.0,596400.0,8345100.0,-5154900.0,-64219.0,-1074000.0
64,-93.726,-0.056981079285578516,1131581.0,462492.0,462492.0,-108280.0,1212219.0,268280.0,696655.0,68156.0,389719.0,-637850.0,0.0,-101767.0
65,19.2892,0.04761049386169752,155242.0,184347.0,184347.0,-48979.0,292210.0,7356.0,-29484.0,43601.0,274634.0,-12493.0,700.0,23696.0
66,-372.995,-0.06313834726090993,1141800.0,2089200.0,2083100.0,1373500.0,2866900.0,448800.0,464300.0,-29000.0,903900.0,-486900.0,0.0,-190400.0
67,0.0,-0.007920975202836982,842943.0,216775.0,216775.0,-387002.0,722587.0,51947.0,132314.0,37103.0,1097174.0,-145427.0,0.0,-13399.0
68,91.8386,0.052434561524231676,752396.0,1037988.0,1007267.0,603281.0,1023687.0,418763.0,-59111.0,222832.0,2261516.0,-103888.0,-1292.0,135465.0
69,157.2012,0.11225879446993961,362898.0,1229779.0,1229779.0,908261.0,1229779.0,292119.0,-119647.0,295815.0,1281124.0,-100221.0,-2631.0,181266.0
70,0.0,-0.10091707203186548,662299.0,742607.0,742107.0,733858.0,742107.0,264798.0,706144.0,99943.0,481413.0,-629631.0,0.0,-139782.0
71,11577.8,0.12117958314444456,56933000.0,37920000.0,37920000.0,2538000.0,52503000.0,11812000.0,-18886000.0,15426000.0,49301000.0,3500000.0,-68753.0,13970000.0
72,81.16250000000001,0.0674504882972339,886368.0,396662.0,396662.0,-879.0,753484.0,156548.0,-78228.0,151076.0,996810.0,-56636.0,-1063.0,105723.0
73,0.0,-0.004196248632389367,807619.0,158482.0,158482.0,51566.0,451656.0,215907.0,14775.0,115549.0,576523.0,-97727.0,0.0,-1364.0
74,0.0,-0.008467769374589432,28941.0,30428.0,30428.0,30391.0,33888.0,18099.0,-2250.0,-3329.0,79061.0,-976.0,25.277,-442.0
75,1848.0,0.12667575907183412,5182000.0,11022000.0,11022000.0,6002000.0,11760000.0,2645000.0,-2569000.0,2499000.0,16783000.0,1588000.0,-71346.0,2543000.0
76,677.475,0.15870420234927635,3551270.0,837656.0,837656.0,-1069230.0,1580582.0,545761.0,-1890510.0,783070.0,3010564.0,1035749.0,-7519.0,509500.0
77,0.0,0.008492727281333276,433172.0,411904.0,411904.0,253119.0,411904.0,296082.0,-39403.0,88464.0,670885.0,-74005.0,-4743.0,-12546.0
78,62.224000000000004,0.04539463664791206,781034.0,624132.0,624132.0,532589.0,1109251.0,792413.0,532042.0,141710.0,433895.0,-143222.0,-80.3,70084.0
79,-2466.7974,-0.3864753978836312,11477077.0,-7190962.0,-7190962.0,-8864444.0,-7190962.0,1156133.0,0.0,-1297838.0,3099698.0,-267460.0,-66.85,-1678813.0
80,0.0,-0.019524303497332543,1890800.0,808400.0,808400.0,526500.0,808400.0,551300.0,-176700.0,528500.0,1661300.0,-320000.0,0.0,-52000.0
81,0.0,-0.035584888620668255,78211.0,389066.0,389066.0,17855.0,393066.0,11999.0,3198.0,14833.0,171273.0,-19911.0,0.0,-15746.0
82,0.0,-0.016097630055074894,255700.0,782341.0,782341.0,771848.0,782341.0,601189.0,714216.0,24234.0,362780.0,-202220.0,0.0,-15976.0
83,0.0,0.02478066105172336,49720.0,348978.0,348978.0,164889.0,348978.0,92792.0,1113.0,28964.0,254203.0,5511.0,9.309,11145.0
84,-212.04479999999998,-0.1098010827343113,1344811.0,546327.0,546327.0,294945.0,1011648.0,241483.0,-70455.0,115696.0,973971.0,-321489.0,-262.44,-203556.0
85,-126.592,-0.5797598944347553,265918.0,-49180.0,-49180.0,-62523.0,51894.0,80843.0,7984.0,-80219.0,173395.0,-23815.0,0.0,-124902.0
86,0.0,0.0008466914991426534,1840306.0,7263364.0,7241909.0,7012879.0,7241909.0,8134893.0,1896332.0,813176.0,7283230.0,-246303.0,0.0,36590.0
87,0.0,-0.003024353526769455,52831.0,153094.0,153094.0,146190.0,153094.0,28737.0,1351.0,10472.0,117613.0,4275.0,-209.79,-2750.0
88,0.0,-0.5649852925155245,57040.0,25571.0,17979.0,14195.0,40476.0,5778.0,8548.0,-13260.0,109060.0,-5809.0,1423.0,-40673.0
89,0.0,0.07692225601622112,59064.0,34641.0,34641.0,21429.0,34641.0,46615.0,1410.0,14058.0,72729.0,-514.0,0.0,7986.0
90,0.0,-0.012745705831771852,2387132.0,196954.0,196954.0,-1883358.0,1878427.0,112997.0,-141638.0,161973.0,1113278.0,3000.0,7615.0,5532.0
91,0.0,0.08296465022559026,16560.0,6269.0,6269.0,6269.0,12248.0,1628.0,-1132.0,2578.0,34794.0,-806.0,-4.3235,1870.0
92,-36.3779,-0.32760446140085064,32816.0,76746.0,76746.0,76438.0,82243.0,21977.0,5799.0,-15151.0,87265.0,-31803.0,-33.75,-35930.0
93,157.97279999999998,0.23416799514317402,441011.0,272212.0,272212.0,216850.0,377755.0,296109.0,65850.0,139067.0,624333.0,-14788.0,-2170.0,90114.0
94,0.0,0.05780986788434848,52761.0,136013.0,136013.0,123158.0,136013.0,26488.0,5963.0,5268.0,86942.0,-6881.0,0.0,12256.0
95,-53.059200000000004,-0.06117788691215532,616984.0,220312.0,220312.0,47504.0,650594.0,539662.0,494101.0,10317.0,200882.0,-24574.0,-379.62,-51825.0
96,0.0,-0.06456846559454511,39451.0,51770.0,51770.0,51770.0,51770.0,46304.0,2982.0,4413.0,248811.0,-2975.0,0.0,-7117.0
97,0.0,-0.3925986656112179,16883.0,18489.0,18489.0,18489.0,26308.0,14487.0,85.0,-8116.0,37503.0,-861.0,0.0,-14669.0
98,69.758,0.07598835348301036,422968.0,486145.0,486145.0,333584.0,558903.0,86231.0,100634.0,-74174.0,1588404.0,-20339.0,0.0,95959.0
99,-39.341899999999995,-1.5428387719016234,5871.0,19013.0,19013.0,19013.0,19013.0,21684.0,28395.0,-26621.0,200.143,-196.199,0.0,-38399.0
100,0.0,-0.2261760549162124,10694.0,9118.0,9118.0,5453.0,10817.0,3076.0,-4243.0,1079.0,25750.0,-383.0,-1928.0,-8592.0
101,-131.7954,-0.08922997728498358,973690.0,5398.0,5398.0,-394155.0,416499.0,193872.0,178492.0,35884.0,948019.0,-189477.0,-14603.0,-120492.0
102,18406.4,0.13917965001199617,32322000.0,101054000.0,101054000.0,81445000.0,101331000.0,19279000.0,-7299000.0,36314000.0,70697000.0,-19864000.0,-26775.0,24812000.0
103,-248.68079999999998,-0.08646158466084942,2188820.0,701666.0,701666.0,-638046.0,1712227.0,334603.0,26273.0,67537.0,889152.0,-169036.0,-2772.0,-251719.0
104,429.23760000000004,0.12616498661612996,1628778.0,1761497.0,1761497.0,587215.0,1761497.0,602254.0,-155447.0,747841.0,2242447.0,-414634.0,0.0,541111.0
105,883.87,0.011358735604018623,42944000.0,34595000.0,32979000.0,-20701000.0,54494000.0,933000.0,14191000.0,2795000.0,10187000.0,-16602000.0,2745.0,1083000.0
106,0.0,-0.009436543803640283,285922.0,196458.0,196458.0,169127.0,406062.0,77976.0,8474.0,51221.0,328006.0,-63631.0,0.0,-4448.0
107,0.0,0.007386108756731471,10858464.0,2831153.0,2831153.0,1504182.0,5669392.0,1922686.0,-508460.0,-1533276.0,24209870.0,2279030.0,-2772.0,158485.0
108,0.0,0.04684705708659073,198885.0,640997.0,640997.0,384191.0,699482.0,147937.0,-6578.0,121048.0,589464.0,-66352.0,0.0,51063.0
109,-115.84100000000001,0.030493944068201863,2418922.0,5096767.0,5096767.0,5017762.0,5568464.0,1446510.0,74943.0,174201.0,3063117.0,-362298.0,-16593.0,-120129.0
110,332.5,0.0840303693218376,2563600.0,1321900.0,1321900.0,1223600.0,1321900.0,1222500.0,-195600.0,808000.0,2156200.0,-502300.0,0.0,379200.0
111,0.0,0.08076746323529412,11010.0,15102.0,15102.0,9938.0,15102.0,10098.0,-535.0,6253.0,29971.0,-2900.0,-103.0381,2362.0
112,0.0,0.18084468298534628,1474378.0,-1087582.0,-1087582.0,-1350252.0,-416660.0,26050.0,-54781.0,83286.0,388224.0,-37055.0,-975.4,82978.0
113,-496.3284,-0.013894818425359334,20136969.0,11355562.0,10293581.0,7245926.0,21509445.0,5973262.0,8361939.0,293436.0,4122405.0,-5131231.0,-1500.0,-426433.0
114,0.0,0.0212200005262541,214962.0,203087.0,203087.0,82102.0,203087.0,127053.0,-443.0,35181.0,411381.0,-5438.0,0.0,9342.0
115,0.0,0.0014967767306993003,1191697.0,395046.0,393936.0,33627.0,608805.0,752657.0,-92619.0,71283.0,2218915.0,-67591.0,-10115.0,-13531.0
116,0.0,-0.10078879886116555,12920.0,89641.0,89641.0,79174.0,89641.0,51506.0,3721.0,-4681.0,43343.0,9971.0,0.0,-10090.0
117,0.0,0.33023460042654623,17454.0,62256.0,61781.0,47098.0,64024.0,2437.0,7693.0,-10586.0,65777.0,-153.0,0.0,26594.0
118,-520.9932,-0.9443122960540863,954682.0,-357710.0,-367101.0,-387373.0,67190.0,26595.0,245402.0,-289546.0,326552.0,-23315.0,1301.0,-563899.0
119,0.0,0.04395965591074715,59522.0,46962.0,38596.0,34724.0,71858.0,5717.0,-9644.0,7999.0,52401.0,-1600.0,-36.065,5935.0
120,0.0,0.0041368069927462,108770.0,325623.0,325623.0,-76800.0,325623.0,52.048,-347328.0,-1109.0,0.0,347928.0,0.0,1797.0
121,-241.7589,-0.19472483132689508,101716.0,200644.0,200644.0,171415.0,248844.0,18032.0,231381.0,-32184.0,154941.0,-209602.0,-450.9,-59954.0
122,1447.0084000000002,0.11358425820388827,9650929.0,3388193.0,3354930.0,-6332670.0,8483985.0,2089215.0,-2653440.0,2611054.0,7788741.0,-637117.0,-13487.0,2225448.0
123,0.0,-0.019565512211034832,387237.0,431244.0,432987.0,396099.0,654326.0,101055.0,35261.0,7656.0,671835.0,-47767.0,800.0,-15768.0
124,0.0,0.0034529316717944176,332471.0,254856.0,254856.0,10615.0,404013.0,93058.0,6305.0,31295.0,402874.0,-10328.0,-883.6,-6596.0
125,46.922399999999996,0.05883035823225808,535058.0,309115.0,309115.0,180349.0,309115.0,271719.0,-18240.0,78645.0,725614.0,-69315.0,-1336.0,69289.0
126,0.0,0.02899841485137189,151376.0,338168.0,338168.0,154446.0,338168.0,131538.0,-916.0,65657.0,254112.0,-67524.0,0.0,17929.0
127,0.0,0.0397979880759696,179088.0,16148.0,16148.0,1535.0,47406.0,21870.0,-33867.0,51719.0,405135.0,-4835.0,0.0,10085.0
128,0.0,0.01893726116617098,345139.0,221416.0,221416.0,-3621.0,399470.0,60612.0,-19882.0,57150.0,620837.0,-20490.0,0.0,4275.0
129,0.0,-0.02916184575573222,206960.0,114556.0,102101.0,31973.0,187960.0,60706.0,44804.0,-30294.0,199408.0,6762.0,-75.75,-10394.0
130,0.0,-0.18211045223976566,2248.0,11750.0,11750.0,3474.0,11750.0,3351.0,793.654,-1841.0,7664.0,22.032,0.0,-2549.0
131,0.0,-0.16054722542611816,41091.0,83757.0,83757.0,83757.0,83757.0,86478.0,-1331.0,-34099.0,35953.0,10920.0,0.0,-19573.0
132,491.03999999999996,0.034913160773782884,7671400.0,8415800.0,8415800.0,-5589500.0,13541300.0,111500.0,-958000.0,1251300.0,4414600.0,-271500.0,-28645.0,742900.0
133,0.0,-0.03220359425883488,26854.0,22892.0,26309.0,18724.0,26309.0,10874.0,-2870.0,4853.0,55858.0,-1769.0,0.0,-528.0
134,0.0,0.004073593994448386,1220475.0,688159.0,688159.0,-750763.0,1581896.0,93094.0,-77002.0,106480.0,642410.0,-51975.0,0.0,5878.0
135,-35.222675,-1.5428154012912956,15171.0,6048.0,6022.0,-5992.0,13326.0,4849.0,19406.0,-10665.0,6301.0,-5108.0,-22.986,-34566.0
136,-37.2181,-0.11011301160659744,376900.0,-49500.0,-49500.0,-187200.0,223600.0,29100.0,113500.0,30700.0,153400.0,-133400.0,-351.0,-36900.0
137,0.0,0.0479809113779599,2349.0,36208.0,36208.0,36159.0,36208.0,22417.0,0.0,2107.0,17573.0,-81.281,0.0,1852.0
138,0.0,0.009127467899494942,30529.0,95793.0,95793.0,95519.0,95793.0,20554.0,1520.0,4945.0,108885.0,-5771.0,-1.89,4507.0
139,1557.6,0.1670478455767999,5825000.0,5106000.0,5106000.0,3424000.0,8475000.0,6697000.0,2034000.0,2414000.0,7679000.0,-97000.0,0.0,2198000.0
140,183.05259999999998,0.081185568898154,327993.0,2402443.0,2401726.0,2245363.0,2443434.0,682984.0,-37067.0,323521.0,1314581.0,-139975.0,-15639.0,248376.0
141,0.0,0.08099989682668357,203321.0,135914.0,129330.0,55889.0,197243.0,53964.0,-38927.0,59679.0,279332.0,-18287.0,-6150.0,23204.0
142,215.7144,0.062411754537991686,2194654.0,1311192.0,1311192.0,-878394.0,2759653.0,575615.0,456695.0,412539.0,1372054.0,-505273.0,0.0,199598.0
143,270.7145,0.12216231262924783,878786.0,1549688.0,1549688.0,397863.0,1549688.0,213345.0,-192909.0,510532.0,1697067.0,-197906.0,0.0,381076.0
144,0.0,-0.022660057133254915,271474.0,-33434.0,-33434.0,-56362.0,-33434.0,40943.0,736.0,10004.0,104716.0,-149585.0,0.0,-3766.0
145,130.74599999999998,0.1431708756969498,213862.0,167263.0,167263.0,133464.0,232263.0,19831.0,-150083.0,66617.0,1347387.0,103185.0,0.0,71396.0
146,0.0,0.015607112749744965,189304.0,115557.0,115557.0,115557.0,186417.0,553.0,34533.0,-31004.0,449480.0,-3577.0,0.0,4319.0
147,3380.5728000000004,0.020067082449370357,13791717.0,38417766.0,33065886.0,15202287.0,38631660.0,4551464.0,9469906.0,4581691.0,25576204.0,-15609900.0,358253.0,4208111.0
148,0.0,-8.726055075701113,5514.0,-5041.0,-5041.0,-5124.0,-1809.0,33.785,2824.0,-2692.0,177.635,-105.013,0.0,-4133.0
149,-1129.6025,-0.17937833367402647,10229080.0,-4197259.0,-4320445.0,-4327873.0,-4146094.0,2023263.0,64507.0,-439132.0,3956353.0,883247.0,-9740.0,-1102196.0
150,0.0,-0.6178363184426324,14455.0,28592.0,28609.0,28609.0,28609.0,6029.0,7993.0,-21027.0,29519.0,4743.0,-1077.0,-29266.0
151,33.1721,-0.08028948147107944,49402.0,149989.0,149989.0,129638.0,149989.0,18365.0,-30756.0,-14165.0,157893.0,46048.0,0.0,-20012.0
152,0.0,0.007775686981944855,12023.0,309492.0,309492.0,309492.0,309492.0,1593.0,318160.0,-316.68,0.0,-316250.0,0.0,3164.0
153,-93.8895,-0.1844707534473679,364175.0,148535.0,148535.0,41736.0,327547.0,176523.0,217851.0,-59158.0,291609.0,-48506.0,-551.61,-93226.0
154,0.0,0.016576239621650026,13008.0,34567.0,34567.0,22004.0,39986.0,5387.0,-621.708,3733.0,34968.0,-2256.0,28.9656,1631.0
155,2190.8355,0.15486260879575428,9375558.0,5183489.0,5183489.0,3530521.0,10978967.0,5169083.0,-623930.0,2126451.0,10044736.0,-244084.0,-417.942,2574978.0
156,0.0,-0.09222321993729116,21413.0,46520.0,46520.0,18261.0,51674.0,7691.0,5904.0,-2521.0,59878.0,-13974.0,-1655.0,-10594.0
157,-56.023,-0.09712948278599474,53197.0,507364.0,507364.0,455094.0,507364.0,243008.0,376176.0,-59396.0,170198.0,-182879.0,-20.4006,-56639.0
158,-1074.7255,-0.9534556414065666,2139114.0,-1998431.0,-1998431.0,-2000132.0,-1998431.0,82709.0,0.0,-95753.0,1180597.0,-29370.0,0.0,-132957.0
159,457.3287,0.1852793811144104,874206.0,1489268.0,1489268.0,961410.0,1489268.0,715566.0,-176656.0,425000.0,2975851.0,-130234.0,2060.0,324326.0
160,84.6339,0.2314849884092307,230001.0,142278.0,142278.0,80041.0,142278.0,110678.0,-121487.0,146908.0,617949.0,-13754.0,-146.682,116077.0
161,-118.13759999999999,0.0544436929320257,836.552,8035.0,8035.0,1297.0,8035.0,435.211,0.0,-644.621,1738.0,588.339,0.0,482.97
162,0.0,0.05205063691591326,139909.0,264697.0,247838.0,78967.0,270457.0,81915.0,-36980.0,45948.0,325630.0,-15440.0,-213.1719,32472.0
163,96.02969999999999,0.07385666571237713,675839.0,634036.0,634036.0,598505.0,927467.0,2342.0,-44016.0,187994.0,570230.0,-143144.0,21.0,129125.0
164,1555.0162,0.07066391754058905,2454655.0,8678580.0,8678580.0,298941.0,10117604.0,647604.0,-853949.0,360297.0,2699161.0,558846.0,265891.0,798382.0
165,0.0,0.0044632888054189305,206620.0,142674.0,139567.0,91998.0,257629.0,128897.0,10781.0,28402.0,196679.0,-25617.0,35.67,4319.0
166,-387.5474,-0.11451517492270984,791678.0,313896.0,313896.0,-182059.0,976053.0,75519.0,-5828.0,20700.0,499708.0,-33891.0,-26371.0,-423153.0
167,836.331,0.1818170045322752,1971846.0,1657457.0,1657457.0,1006958.0,2651479.0,1585428.0,-940720.0,800855.0,2191395.0,-32049.0,-187.705,678096.0
168,563.64,0.03492651826857415,11840600.0,5585500.0,5585500.0,-6781600.0,15067700.0,401000.0,-1438200.0,1543800.0,5274200.0,-133200.0,-14067.0,150400.0
169,-173.4109,-0.13211377371257904,1245709.0,82858.0,82858.0,-7751.0,993933.0,706706.0,589238.0,-29540.0,421720.0,-1645.0,0.0,-176178.0
170,0.0,-0.0019360566923437383,497779.0,232055.0,232055.0,43136.0,324886.0,173958.0,17733.0,90538.0,426963.0,-65539.0,-291.06,159.0
171,0.0,-0.21866026455773666,176432.0,35998.0,35998.0,30523.0,35998.0,94415.0,-7298.0,-2406.0,205236.0,-494.0,-886.14,-46714.0
172,3045.6405,0.13267449400300602,8764899.0,13718782.0,13530058.0,8279145.0,18484410.0,2612743.0,-1273780.0,5448886.0,17015089.0,-4029919.0,-3590.0,3867919.0
173,-2.598,-0.22981168209383976,4563.0,4836.0,4836.0,4836.0,7694.0,6053.0,-4.0,-651.0,10086.0,-396.0,0.0,-2580.0
174,109.8312,0.11276539014507908,182884.0,773491.0,773491.0,766920.0,773491.0,173076.0,-48050.0,216303.0,627921.0,-167112.0,39.216,113120.0
175,39540.3,0.1394566411448636,183007000.0,118304000.0,118304000.0,67915000.0,181631000.0,13576000.0,-46031000.0,60675000.0,143015000.0,-12223000.0,446820.0,53036000.0
176,34.0824,0.03748209358576695,408012.0,508559.0,508559.0,508559.0,508559.0,457816.0,-66150.0,60867.0,486327.0,353687.0,0.0,38263.0
177,0.0,-0.006366200379412442,13565.0,42838.0,42836.0,24225.0,43203.0,19994.0,1422.0,7618.0,64439.0,-4158.0,-189.6388,-679.02
178,0.0,-0.05154300984933951,33358.0,216608.0,216608.0,196730.0,216659.0,117252.0,2452.0,-4241.0,176619.0,-30404.0,0.0,-6765.0
179,159.2808,0.08454260546562148,475539.0,1176350.0,1176350.0,830025.0,1176350.0,194616.0,-270817.0,224405.0,1353215.0,-17948.0,2500.0,180544.0
180,0.0,-0.11030937313862427,82878.0,167273.0,167273.0,85340.0,167273.0,91184.0,84091.0,-8998.0,138180.0,-58027.0,0.0,-27149.0
182,0.0,-0.22017584347454097,323623.0,-57136.0,-57136.0,-224914.0,149280.0,6379.0,-32.0,-8765.0,95961.0,-4290.0,-7.1586,-62756.0
183,815.5,0.10691890454666313,7280000.0,242000.0,242000.0,-1580000.0,1910000.0,2666000.0,-1960000.0,1060000.0,5412000.0,1269000.0,2244.0,944000.0
184,0.0,-0.0002570034382277473,1182584.0,1937919.0,1937919.0,-369940.0,2387919.0,340237.0,-286870.0,225023.0,891820.0,-4309.0,-721.98,1924.0
185,-876.2354999999999,-0.4935594021532931,2043524.0,-274977.0,-274977.0,-509629.0,215245.0,318737.0,57797.0,-159885.0,1307682.0,24559.0,0.0,-855221.0
186,2781.0,0.16147848686110308,5111000.0,12204000.0,12204000.0,11537000.0,14195000.0,10896000.0,-792000.0,4761000.0,10918000.0,6145000.0,0.0,2970000.0
187,0.0,0.013349620303756995,10361000.0,9655000.0,9441000.0,-4128000.0,16806000.0,1045000.0,-1831000.0,2373000.0,8877000.0,-2284000.0,-1794.0,291000.0
188,-210.99779999999998,-0.09943924373336334,1550051.0,405344.0,405344.0,324792.0,1343049.0,531953.0,853385.0,55603.0,586067.0,-688041.0,-102.004,-210332.0
189,60.1202,0.04943383757384289,395556.0,845254.0,845254.0,298778.0,895254.0,127210.0,-23479.0,145008.0,897027.0,-61664.0,0.0,73933.0
190,0.0,0.014943146461503649,148414.0,912206.0,912206.0,379915.0,957178.0,139487.0,113200.0,-44464.0,334855.0,-106987.0,4058.0,63500.0
191,65.52,0.06378824176751087,696389.0,572152.0,572152.0,133246.0,899150.0,76102.0,-104730.0,129180.0,1166044.0,-42687.0,-816.858,86122.0
192,0.0,0.008516280355975665,11012.0,28766.0,28766.0,20299.0,31054.0,5185.0,2922.0,2375.0,58308.0,-2385.0,-458.2964,-663.085
193,296.8988,0.031021741267215002,6228113.0,4006709.0,4005390.0,-2279530.0,8199701.0,1697263.0,1268779.0,954536.0,3109736.0,-1469417.0,-39189.0,345205.0
194,0.0,0.04620280825218239,15887.0,73350.0,73350.0,69874.0,73350.0,7094.0,-4136.0,10918.0,90617.0,-3949.0,-4.147,3790.0
195,66.96839999999999,0.03246043608937737,1592740.0,392908.0,392908.0,321392.0,492908.0,1492133.0,2092.0,112655.0,561329.0,-48757.0,0.0,67118.0
196,0.0,-0.022338276057843234,43387.0,196157.0,196157.0,187643.0,196157.0,97605.0,-9835.0,24590.0,85585.0,-13212.0,-24.564,-7360.0
197,-86.96050000000001,-0.09023955841317936,445802.0,539010.0,539010.0,440254.0,539010.0,68363.0,-74258.0,-42165.0,911383.0,70074.0,-770.55,-134846.0
198,0.0,-0.42354368932038833,4040.0,2552.0,2552.0,1664.0,2552.0,633.615,6904.0,-6473.0,5025.0,54.797,0.0,-2970.0
